Product ID,Product Available to User (Y/N),Product Category,Product,Product Description,dishcatid ,Material Description,Size/Options,Case Count (Units per Case),Gross Case Weight (lbs),Box Material,Box Weight as % of Gross Weight,Box Weight (lbs),Net Case Weight (lbs),Case Price ($),Unit Price ($),Item Weight (lbs),Item Weight (tons),Primary Material,,,,Secondary Material (Lining/Wrapper),Secondary Material % of Weight,Primary Material Weight per Unit (lbs),Second Material Weight per Unit (lbs),Brand,Manufacturer Model Number,Resource Link,,,,,,,,,
149,Y ,Foodware ,Plate,Large Melamine Dinner Plate ,16,Melamine ,"11"" x 11""",12,7.78,Corrugated Cardboard,12.5%,0.97,6.81,$56.69,$4.72,0.5673,0.0003,Melamine ,,,,,,0.5673,,Acopa Foundations,,https://www.webstaurantstore.com/acopa-lunar-11-round-white-coupe-melamine-plate-pack/304MCOUPE11.html?utm_source=google&utm_medium=cpc&gbraid=0AAAAAD_Dx-uGK01XkxEPXDlqEieERnXEP&gclid=Cj0KCQjwt8zABhDKARIsAHXuD7aOwF_CqC1UbvNZmtifw_tXYkqSdm0ZuM5VjkhU-OXH5ETT7gmW1YMaAspjEALw_wcB,,,,,,,,,
150,Y,Foodware ,Plate,Large Melamine Plate ,16,Melamine ,"9"" x 9""",24,9,Corrugated Cardboard,12.5%,1.13,7.88,$59.81,$2.49,0.3281,0.0002,Melamine ,,,,,,0.3281,,GET Enterprises,,https://www.webstaurantstore.com/get-op-610-w-white-10-supermel-platter-case/375OP610W.html,,,,,,,,,
151,Y,Foodware ,Plate,Small Melamine Plate ,16,Melamine ,"5"" x 5"" ",24,2.97,Corrugated Cardboard,12.5%,0.37,2.60,$15.12,$0.63,0.1083,0.0001,Melamine ,,,,,,0.1083,,TableCraft Products,,https://www.culinarydepotinc.com/tablecraft-products-10311w-3-1-4-oz-4-w-x-4-d-x-1-h-mini-plate/?wickedsource=google&wickedid=CjwKCAiA_tuuBhAUEiwAvxkgThusx5F-zBwLD1Lm96MQB7bfge852L4V_Kxs-EUqihvhWHn9f2S1ZRoC29IQAvD_BwE&wickedid=676688228040&wcid=20637746292&wv=4&keyword=&gad_source=1&gclid=CjwKCAiA_tuuBhAUEiwAvxkgThusx5F-zBwLD1Lm96MQB7bfge852L4V_Kxs-EUqihvhWHn9f2S1ZRoC29IQAvD_BwE,,,,,,,,,
152,Y,Foodware ,Food Tray,Recycled Stainless Steel Tray- 9in x 9in x 3in,16,Recycled Stainless Steel ,"9"" x 9""",1,1.035,Corrugated Cardboard,12.5%,0.13,0.91,$8.85,$8.85,0.9056,0.0005,Recycled Stainless Steel ,,,,,,0.9056,,Ahimsa ,,https://ahimsaschools.com/products/cafeteria-tray,,,,,,,,,
153,Y,Foodware ,Food Tray,Recycled Stainless Steel Tray- 5in x 5in x 3in,16,Recycled Stainless Steel ,"5"" x 5"" ",1,0.39375,Corrugated Cardboard,12.5%,0.05,0.34,$9.90,$9.90,0.3445,0.0002,Recycled Stainless Steel ,,,,,,0.3445,,Ahimsa ,,https://ahimsaschools.com/products/compartment-plates,,,,,,,,,
154,Y,Foodware ,Bowl,Small Polypropylene Bowl ,3,Plastic (#5 PP),"5""",24,6.3,Corrugated Cardboard,12.5%,0.79,5.51,$96.00,$4.00,0.2297,0.0001,Plastic (#5 PP),,,,,,0.2297,,GET Enterprises,,https://eleven36.com/Eleven-36/Disposables/To-Go-Containers/Reusable-To-Go-Containers/GET-Enterprises-EC-26-1-JA-32-oz-Polypropylene-Jade-Reusable-Soup-Container-41-oz-Rim-Full-6-5-Top-Dia-3-25-Tall-Reusable-Takeout-Container/p/sku-00097013,,,,,,,,,
155,Y,Foodware ,Bowl,Large Polypropylene Bowl ,4,Plastic (#5 PP),"9""",10,2.48,Corrugated Cardboard,12.5%,0.31,2.17,$24.12,$2.41,0.2170,0.0001,Plastic (#5 PP),,,,,,0.2170,,Gilac ,,https://eleven36.com/Eleven-36/Disposables/To-Go-Containers/Reusable-To-Go-Containers/GET-Enterprises-EC-26-1-JA-32-oz-Polypropylene-Jade-Reusable-Soup-Container-41-oz-Rim-Full-6-5-Top-Dia-3-25-Tall-Reusable-Takeout-Container/p/sku-00097013,,,,,,,,,
156,Y,Foodware ,Bowl,Large HDPE  Bowl ,4,HDPE ,"9""",1,0.506,Corrugated Cardboard,12.5%,0.06,0.44,$6.00,$6.00,0.4428,0.0002,HDPE ,,,,,,0.4428,,Buoy,,https://buoy.eco/shop/buoy-reusable-food-container-64oz-1-9l-lid-without-ventilation/,,,,,,,,,
157,Y,Foodware ,Bowl,Small HDPE  Bowl ,3,HDPE ,"5""",1,0.3696,Corrugated Cardboard,12.5%,0.05,0.32,$6.00,$6.00,0.3234,0.0002,HDPE ,,,,,,0.3234,,Buoy,,https://buoy.eco/shop/buoy-reusable-food-container-64oz-1-9l-lid-without-ventilation/,,,,,,,,,
158,Y,Foodware ,Bowl,Large Ceramic Bowl ,4,Ceramic ,"9""",36,40,Corrugated Cardboard,12.5%,5.00,35.00,$18.72,$0.52,0.9722,0.0005,Ceramic ,,,,,,0.9722,,"Yantai Deyu International Trade Co., Ltd.",,https://www.alibaba.com/product-detail/HOT-Wholesale-5-5-9-Inch_1601106822673.html?spm=a2700.galleryofferlist.normal_offer.d_title.759913a0C7CIva,,,,,,,,,
159,Y,Foodware ,Bowl,Small Ceramic Bowl ,3,Ceramic ,"5""",36,17,Corrugated Cardboard,12.5%,2.13,14.88,$6.84,$0.19,0.4132,0.0002,Ceramic ,,,,,,0.4132,,"Yantai Deyu International Trade Co., Ltd.",,https://www.alibaba.com/product-detail/HOT-Wholesale-5-5-9-Inch_1601106822673.html?spm=a2700.galleryofferlist.normal_offer.d_title.759913a0C7CIva,,,,,,,,,
160,Y,Foodware ,Bowl,Small Stainless Steel Bowl ,3,Stainless Steel ,"5""",4,1.433005,Corrugated Cardboard,12.5%,0.18,1.25,$10.00,$2.50,0.3135,0.0002,Stainless Steel ,,,,,,0.3135,,LIfe Without Plastic ,,https://lifewithoutplastic.com/set-of-4-stainless-steel-bowl-12-cm-4-75/#product-additional-info,,,,,,,,,
161,Y,Foodware ,Bowl,Large Stainless Steel Bowl ,4,Stainless Steel ,"9""",4,1.8,Corrugated Cardboard,12.5%,0.23,1.58,$20.00,$5.00,0.3938,0.0002,Stainless Steel ,,,,,,0.3938,,LIfe Without Plastic ,,https://lifewithoutplastic.com/set-of-4-stainless-steel-bowl-12-cm-4-75/#product-additional-info,,,,,,,,,
162,Y,Foodware ,Bowl,Large SAN Plastic Bowl ,4,SAN Plastic ,"9""",1,0.2925,Corrugated Cardboard,12.5%,0.04,0.26,$2.72,$2.72,0.2559,0.0001,SAN Plastic ,,,,,,0.2559,,Cambro,,https://www.gofoodservice.com/p/cambro-sb80110,,,,,,,,,
163,Y,Foodware ,Bowl,Small SAN Plastic Bowl ,3,SAN Plastic ,"5""",1,0.135,Corrugated Cardboard,12.5%,0.02,0.12,$1.34,$1.34,0.1181,0.0001,SAN Plastic ,,,,,,0.1181,,Cambro,,https://www.gofoodservice.com/p/cambro-sb60110,,,,,,,,,
164,Y,Foodware ,Bowl,Large Melamine Bowl ,4,Melamine ,"9""",1,0.844,Corrugated Cardboard,12.5%,0.11,0.74,$5.04,$5.04,0.7385,0.0004,Melamine ,,,,,,0.7385,,GET Enterprises,,https://www.webstaurantstore.com/get-b-4000-w-settlement-40-oz-ivory-american-white-melamine-bowl/375B4000W.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgThBQlAnuNaYMemZSavxdbak0CEWiGfo_lD5k_qDjyMIPm5ZitRa6XRoCr-AQAvD_BwE,,,,,,,,,
165,Y,Foodware ,Bowl,Small Melamine Bowl ,3,Melamine ,"5""",12,3.02,Corrugated Cardboard,12.5%,0.38,2.64,$23.49,$1.96,0.2202,0.0001,Melamine ,,,,,,0.2202,,Thunder Group,,https://www.webstaurantstore.com/thunder-group-ns315w-15-oz-narrow-rim-nustone-white-melamine-bowl-5-1-4-diameter-pack/271NS315WH.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTij3kr7xwE86MXZQSMcywHJnoSY0sEoXFU2A90ENLMYLHjMeZMlK2hoCD10QAvD_BwE,,,,,,,,,
166,Y,Condiments ,Ramekin,Melamine Ramekin ,10,Melamine ,2 oz ,12,1.39,Corrugated Cardboard,12.5%,0.17,1.22,$5.11,$0.43,0.1014,0.0001,Melamine ,,,,,,0.1014,,Acopa Foundations,,https://www.webstaurantstore.com/acopa-2-oz-white-fluted-melamine-ramekin-case/304RAM2FW.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTr3EwHFfkIpt6FTE1zgrP-K9G1E_Ie4Cyun396_iAh7BLdWzAWvu1hoCrUUQAvD_BwE,,,,,,,,,
167,Y,Condiments ,Ramekin,Ceramic Ramekin ,10,Ceramic ,2 oz ,48,13.31,Corrugated Cardboard,12.5%,1.66,11.65,$60.49,$1.26,0.2426,0.0001,Ceramic ,,,,,,0.2426,,Tuxton,,https://www.webstaurantstore.com/tuxton-bpx-0203-duratux-2-oz-bright-white-smooth-china-pipkin-ramekin-case/303SRAM2PWH.html?utm_source=google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAiA_tuuBhAUEiwAvxkgTmxRv5yGIB2xH0FZHLDwJom5WBMR71IRJmlWmBAdtUN93jHNtMhtcxoCFXIQAvD_BwE,,,,,,,,,
168,Y,Condiments ,Ramekin,Stainless Steel Ramekin ,10,Stainless Steel ,2 oz ,12,0.7875,Corrugated Cardboard,12.5%,0.10,0.69,$3.36,$0.28,0.0574,0.0000,Stainless Steel ,,,,,,0.0574,,"Yiwu Lvya Imp&exp Co., Ltd.",,https://www.alibaba.com/product-detail/Wholesale-2-5-oz-Stainless-Steel_1600964011901.html?spm=a2700.galleryofferlist.normal_offer.d_title.44be13a0lw3cM3,,,,,,,,,
169,Y,Beverages,Cup,16 oz Polycarbonate Cup,8,Polycarbonate,16 oz,24,12,Corrugated Cardboard,12.5%,1.50,10.50,$154.49,$6.44,0.4375,0.0002,Polycarbonate,,,,,,0.4375,,Carlisle,,https://www.webstaurantstore.com/16-oz-plastic-pilsner-glass-case/2715649.html,,,,,,,,,
170,Y,Beverages,Cup,22 oz Polycarbonate Cup,8,Polycarbonate,22 oz,36,10.5,Corrugated Cardboard,12.5%,1.31,9.19,$92.49,$2.57,0.2552,0.0001,Polycarbonate,,,,,,0.2552,,Cambro,,https://www.webstaurantstore.com/cambro-ht22cw196-camwear-huntington-22-oz-azure-blue-customizable-plastic-tumbler-case/214HT22CWBL.html,,,,,,,,,
171,Y,Beverages,Drinking Water Station,Tap Drinking Water Station,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Y,Beverages ,Cup,8 oz Polycarbonate Cup,8,Polycarbonate,8 oz,12,1.12,Corrugated Cardboard,12.5%,0.14,0.98,$5.19,$0.43,0.0817,0.0000,Polycarbonate,,,,,,0.0817,,Choice ,,https://www.webstaurantstore.com/choice-8-oz-clear-san-plastic-pebbled-tumbler-pack/1768STPEBCL.html?utm_source=google&utm_medium=cpc&gbraid=0AAAAAD_Dx-srLJTrpS7cHificqLQOXbbx&gclid=CjwKCAjwtfvEBhAmEiwA-DsKjt-0i2wI0LEJvId2rgkYOUZNwZS-ClCMCok7JcKNsp0B0doS5fLPLBoCRDYQAvD_BwE,,,,,,,,,,,,,,
